std0.0,std0.5,std1.0,std1.5
2.2147e-14,0.012074,0.0041068,-1
3.6658e-15,0.023259,-1,-1
8.6288e-15,0.011367,0.01841,0.19394
4.0611e-14,0.018687,-1,0.04999
9.0858e-15,0.06153,0.29111,-1
2.602e-14,-1,0.032449,0.008286
1.6369e-12,0.0098146,0.15979,0.10828
4.141e-15,-1,0.0081727,0.014192
2.1558e-11,0.012966,-1,0.019186
1.3597e-07,0.0012941,0.0023617,0.064807
5.4046e-13,-1,-1,0.055456
1.5557e-14,0.00030531,0.0022281,0.033045
5.93e-12,0.087548,0.10443,0.006046
8.2286e-14,0.00040865,0.14866,0.028197
3.0218e-08,0.014814,-1,-1
2.7559e-12,0.050787,0.0044548,0.047459
9.952e-13,0.010627,0.0010956,0.081057
8.9935e-12,0.00018247,0.034253,0.046449
3.8538e-15,0.1362,0.010593,-1
2.5396e-15,0.016229,-1,0.0050827
9.4494e-13,0.002805,0.0018991,0.22638
1.8566e-12,0.039237,-1,0.023456
3.0985e-10,0.002509,0.091078,0.16413
1.3308e-11,0.03403,-1,0.045613
3.315e-13,-1,0.017509,-1
4.6355e-15,0.0023598,0.11114,-1
2.0517e-14,0.0086969,0.049983,0.016814
6.2471e-12,-1,0.025656,-1
7.5901e-14,0.0025707,-1,1.5401
1.4809e-15,0.022308,-1,-1
6.7878e-14,0.031766,0.016494,0.066164
3.1348e-14,0.0092247,0.014817,0.0076205
2.9375e-15,-1,0.012178,-1
1.3622e-14,-1,0.16565,0.0061882
5.1153e-15,0.047141,0.09515,-1
6.6321e-08,0.019931,0.12549,0.11441
1.7932e-13,-1,0.0037122,16.415
7.1261e-10,-1,0.0049305,0.062744
0,0.0051881,-1,0.040401
2.4411e-14,0.0055407,0.017415,0.089003
6.4235e-16,0.024676,0.0046947,-1
8.2725e-15,-1,-1,0.005643
5.7355e-15,0.0046196,0.061185,0.014566
1.3672e-11,0.2372,0.31726,0.19904
2.7727e-13,0.048936,-1,-1
4.7954e-11,-1,0.001374,0.23063
4.0848e-14,0.058133,-1,0.15881
2.1565e-12,0.023493,0.10218,0.017024
2.5569e-13,0.015995,-1,0.00068674
2.777e-15,0.077429,0.012384,-1
1.8503e-10,0.025004,-1,-1
8.0965e-13,0.090495,0.056511,0.031586
3.4511e-09,0.033448,0.0035872,0.041503
1.8939e-09,0.0035557,0.0049653,0.017851
1.2431e-12,0.030718,-1,0.10477
4.3395e-14,0.014299,0.050784,0.032611
2.3386e-14,0.0098762,0.097753,0.014101
6.2114e-14,0.0048354,0.012384,0.16008
7.3422e-11,0.031558,0.14812,0.1519
1.0994e-15,0.012539,0.030857,0.071245
2.65e-13,0.019182,1.4795,0.048854
1.139e-13,0.010556,0.0048987,-1
3.9723e-12,-1,-1,-1
3.1431e-14,0.071153,-1,-1
1.0177e-12,0.028563,0.24785,0.10581
1.9921e-14,0.30023,-1,0.14563
1.1477e-12,0.01931,-1,0.021386
1.0578e-14,0.0014291,-1,0.040007
8.5929e-13,0.0069712,-1,0.0025939
2.3229e-13,0.071905,0.00084142,-1
4.2637e-13,0.033335,0.051749,0.1734
3.0713e-10,6.8675e-05,0.017511,0.01011
1.0901e-14,0.055235,0.05673,0.0013083
1.1713e-13,0.013129,-1,0.029602
2.7427e-11,0.011465,0.046419,-1
2.7891e-14,0.041204,-1,-1
3.0263e-13,0.018708,0.26111,0.0034088
5.2632e-11,0.12848,0.10638,0.030805
2.6785e-14,27.678,-1,-1
5.1901e-11,0.098522,-1,0.015214
8.1403e-13,0.014312,0.002447,-1
8.4186e-10,0.063787,0.037178,0.097222
1.4746e-14,0.010861,0.10656,-1
1.0161e-13,0.00049646,-1,0.0046344
5.5868e-12,0.042981,0.0055009,0.34153
9.4272e-14,0.13077,0.052501,-1
8.3848e-15,0.012827,0.011402,0.019344
2.9628e-11,0.02906,0.018455,0.070557
8.2606e-15,0.0057664,0.016986,0.072889
9.4728e-12,0.031152,0.065935,0.7816
6.9112e-15,0.0070203,0.041591,0.048639
2.187e-13,0.011357,-1,0.030154
4.4656e-15,-1,0.0062511,17.862
1.5844e-14,0.0064906,-1,0.70734
1.422e-13,0.0068232,0.03055,0.064848
2.8925e-11,0.010709,0.44316,0.081061
2.4581e-13,0.0094802,0.047755,0.088889
2.1293e-14,0.017547,0.018563,0.028555
3.2289e-16,0.12021,-1,0.080678
2.3798e-08,0.024495,0.028687,0.00067393
1.3114e-15,0.053188,0.13155,0.0024935
6.6136e-15,-1,0.0085606,0.024163
1.9369e-14,0.16331,0.022378,-1
3.1696e-06,0.0040094,0.01055,0.044003
1.6878e-13,-1,0.010712,0.023705
8.4395e-15,-1,-1,0.0085033
2.595e-14,-1,-1,0.10404
3.9961e-15,0.034071,0.20439,0.14981
1.5645e-13,0.011876,0.042229,0.090665
7.7015e-13,0.06118,0.0019417,-1
4.6406e-13,0.097283,0.027457,0.0030359
4.3766e-15,0.012157,0.089404,0.059651
3.2027e-12,0.034258,-1,0.076778
1.4571e-14,-1,1.8497,-1
2.7036e-15,0.16945,0.029879,-1
5.34e-14,0.014277,0.037713,0.045561
1.9352e-14,0.054911,3.1703,0.064756
1.5212e-14,0.13041,-1,0.044111
5.1259e-14,-1,0.0062061,0.0098332
1.5464e-14,0.0037835,-1,-1
4.9639e-15,0.037149,0.0089676,0.23324
3.1498e-14,0.009171,-1,0.014257
2.1617e-15,0.001416,0.00059531,0.13768
4.9068e-05,0.048588,-1,0.0034513
2.7006e-13,0.0080519,-1,-1
1.459e-12,0.011757,0.027968,-1
2.4005e-15,0.00532,0.026906,0.075491
2.6147e-14,0.0015813,0.011356,-1
2.7269e-15,0.025214,0.46363,-1
5.0938e-14,0.05671,0.04143,-1
3.069e-12,0.090451,-1,0.11727
5.6377e-11,0.00089408,-1,-1
2.6999e-15,-1,-1,-1
8.5506e-15,0.16604,0.42266,0.033609
3.2947e-12,-1,-1,0.040589
3.9072e-14,0.062141,0.13156,0.27625
8.8361e-14,0.0075745,0.14567,-1
4.0526e-14,-1,0.025975,-1
2.1661e-15,0.10253,0.16746,0.06458
3.9006e-14,-1,0.006957,0.0084805
6.7053e-12,0.00014863,-1,0.11789
2.7535e-15,0.17333,-1,0.098793
8.6942e-16,-1,0.13161,0.0050555
2.3775e-14,0.026676,0.18782,-1
8.9e-14,0.0071927,0.0015804,0.007953
2.1966e-12,0.03531,0.032509,0.028045
1.1809e-10,0.013324,0.14102,0.0040548
1.4299e-13,0.015425,0.010123,-1
3.4589e-12,3.0935,0.0063865,0.0040147
3.5199e-14,0.01105,0.022954,0.031155
8.6594e-14,0.0049815,0.012292,0.076758
1.3407e-14,2.2271e-05,0.0093333,-1
2.015e-14,0.027013,0.045724,0.10418
8.791e-15,-1,0.0018918,-1
5.219e-13,-1,0.055148,0.10017
8.9898e-12,0.044354,0.49588,-1
4.486e-11,0.059675,0.025235,0.035222
2.6021e-14,0.0074128,0.0053765,0.005671
6.2134e-14,0.0024309,0.011767,0.18409
5.8992e-13,0.0059874,0.023988,0.090782
8.5175e-15,-1,0.012334,0.0050778
3.0956e-12,0.029728,-1,0.93694
9.6459e-14,-1,6.978,0.051444
1.2847e-14,0.0020971,0.0025752,0.11337
2.3417e-15,0.015184,-1,-1
8.0031e-15,-1,0.21996,0.15861
3.3396e-12,0.13086,0.0095094,0.0058461
1.3018e-14,-1,0.038353,0.066529
6.4368e-15,-1,-1,0.056084
3.5958e-14,0.10114,0.0033958,0.025968
3.2341e-14,0.059468,0.040584,0.039659
1.23e-13,0.0026663,-1,-1
3.872e-15,0.0061565,-1,0.44102
6.368e-13,0.037627,-1,-1
7.8933e-13,0.0092175,0.031632,-1
2.6908e-13,0.090038,0.024958,-1
2.1658e-11,-1,0.054721,0.074899
7.3293e-15,0.005348,0.037871,0.022314
6.4839e-15,3.6484,0.042467,-1
1.018e-14,-1,0.050384,0.055453
7.2809e-10,-1,0.013903,0.013807
3.2436e-14,0.050695,0.039402,0.12101
1.6943e-13,0.015261,-1,0.0083035
1.0222e-11,0.55186,0.0099019,-1
1.1226e-12,0.0061795,-1,0.077194
1.8322e-13,0.015518,-1,0.095325
2.3734e-14,0.00021596,0.31037,0.053187
9.0075e-12,0.0088405,0.74308,0.084103
1.0443e-12,0.0048336,0.079022,-1
5.8076e-15,-1,0.012369,3.6306
8.9565e-13,0.01984,-1,0.056749
4.1043e-15,-1,0.019074,0.00055454
4.717e-15,0.029791,0.062659,-1
8.6405e-12,0.0049619,0.10485,0.0020541
2.8794e-15,0.090213,0.0030334,-1
9.0193e-15,0.0013966,0.01415,0.020798
1.1114e-14,-1,-1,0.052203
5.7767e-15,-1,0.013716,0.086362
2.4339e-14,-1,-1,0.19724
6.0661e-14,0.003527,0.02549,0.045838
8.4459e-15,0.01291,0.025698,-1
3.4746e-12,-1,0.07882,-1
1.3714e-14,0.058901,-1,0.083289
8.2919e-09,0.0050399,-1,-1
8.4962e-14,-1,0.006718,0.01056
1.951e-14,0.044593,-1,0.13366
5.8696e-14,0.0040773,0.068654,0.013734
9.0417e-15,0.0052573,0.40106,-1
1.2816e-16,0.00075383,0.044992,-1
1.9664e-14,0.041464,0.064515,0.046947
1.7025e-14,0.071786,0.055378,-1
4.0416e-14,-1,-1,0.12538
3.4066e-15,-1,0.022246,-1
7.2483e-12,0.0089441,0.017279,0.0054983
5.1174e-13,0.0042297,-1,-1
5.8152e-13,-1,-1,0.014934
2.0424e-14,0.0097561,0.18899,0.11288
5.9024e-13,-1,0.0009873,0.1646
6.0304e-15,0.039506,0.01308,7.4802
1.2732e-13,0.042659,2.4769,0.016714
1.069e-14,0.067637,0.18296,0.085839
2.8418e-13,2.5371,0.068024,0.013758
2.4653e-09,0.0033609,-1,-1
2.3288e-11,0.0094609,-1,0.038305
1.7677e-14,0.0018595,0.016298,-1
1.158e-11,0.0070115,-1,0.01735
2.7546e-14,0.019016,0.065235,0.12543
6.1317e-15,0.029314,0.0061788,3.7298
4.2467e-15,0.0025069,-1,-1
1.6331e-14,0.086124,0.040598,0.021188
2.0262e-10,0.01073,0.039944,-1
6.4198e-15,0.034672,0.089719,-1
1.9023e-14,0.22622,-1,0.11722
1.3514e-13,0.029543,-1,0.10018
1.0475e-13,0.00020119,0.06114,0.017841
5.6698e-11,0.099947,0.022501,0.16208
5.9522e-13,0.13554,0.012581,0.043382
3.8385e-13,0.046434,0.29465,-1
1.8398e-14,0.030909,0.018386,-1
1.1465e-14,0.00063786,0.058518,0.2842
5.0234e-13,0.0092242,0.029723,0.02655
2.1163e-12,0.0056449,0.044266,0.0020861
9.8195e-15,0.00074714,0.11419,-1
6.507e-13,0.022573,0.051137,0.021907
4.4595e-11,-1,-1,-1
4.9218e-12,0.0016602,0.11195,0.061044
1.0641e-14,0.010794,0.049204,0.065883
2.2282e-11,0.018738,-1,-1
2.0974e-13,0.0011965,0.083531,0.078751
2.6396e-14,0.014181,0.15671,-1
3.9212e-14,0.020607,-1,0.17955
2.4273e-15,-1,-1,0.031253
4.7817e-16,0.0084587,-1,0.44848
3.8993e-14,0.032537,0.0072032,-1
3.3421e-13,0.0039224,-1,0.027066
1.7869e-14,0.062896,-1,0.24427
1.1187e-12,0.0076357,0.031508,0.030166
1.4485e-13,0.0013668,0.011605,0.14297
3.9922e-14,0.027584,0.010382,0.0016293
1.6168e-13,0.044189,0.025968,0.013886
5.0269e-15,0.01295,-1,0.0058431
1.2937e-13,0.0065527,0.019506,0.16696
1.1187e-10,0.055982,0.0045128,-1
3.6064e-11,0.0072675,0.010585,0.027599
3.8774e-13,0.011483,0.045905,0.024007
8.5717e-15,0.036394,0.014284,-1
1.0944e-14,0.088819,0.011882,0.067892
8.0317e-13,0.02205,0.024426,0.093891
6.7951e-15,0.015717,0.053057,0.070974
2.4397e-15,0.010739,0.095365,0.0059517
6.911e-14,0.030019,0.066156,0.10848
7.1453e-13,-1,-1,0.052078
1.4418e-13,0.028581,0.0064561,0.015612
7.2007e-16,-1,0.0029797,-1
5.314e-14,0.05238,0.014771,0.050768
1.2975e-13,0.0070704,-1,0.049572
2.671e-14,0.092632,0.040256,0.021915
1.2459e-09,-1,0.0078157,-1
1.1716e-11,0.006662,0.014212,0.066139
2.028e-14,0.10176,-1,0.036367
5.17e-11,-1,0.055067,0.062322
1.921e-15,-1,0.056638,0.065896
1.7453e-14,0.016943,-1,0.036381
1.0645e-09,-1,0.045006,0.043492
3.4106e-07,0.0072334,0.10117,0.032912
5.8826e-15,0.12111,0.021752,0.049612
2.8942e-15,0.0071738,-1,0.12696
9.0335e-12,0.095628,0.035015,0.064784
1.2376e-13,0.0080755,-1,0.0038444
2.3676e-13,0.0075701,0.12931,0.037723
2.3481e-06,0.061776,-1,0.053164
1.1086e-12,0.25545,-1,0.00076159
1.4873e-14,0.021657,0.0092899,16.423
1.0663e-13,0.082497,-1,0.0077762
2.4582e-12,-1,0.088902,-1
3.5755e-13,0.025762,-1,-1
1.1723e-07,0.0040579,0.045334,2.4304
3.3719e-11,0.044004,0.22555,-1
4.8085e-14,0.015346,0.17904,0.0091779
4.0814e-13,0.034373,0.30421,0.029142
6.2864e-12,0.0047222,0.0020365,0.042162
6.9008e-13,0.010453,0.0056298,-1
1.5075e-11,0.010268,0.0086041,0.041351
7.3126e-14,0.013145,-1,0.024184
2.493e-13,0.014703,0.022761,-1
2.5088e-14,0.095738,0.012537,-1
3.2946e-13,-1,-1,0.01279
3.7771e-14,0.027125,0.1182,0.061465
8.3454e-15,0.001541,0.0011865,-1
1.4968e-10,0.027225,0.060939,0.010774
8.4327e-15,0.006821,0.0025926,-1
3.8126e-15,0.016821,0.068135,-1
3.9556e-13,0.017878,0.5508,0.0068152
3.1381e-11,0.043987,-1,-1
2.3071e-15,0.015512,0.043991,0.0034079
2.4021e-13,-1,-1,0.0098021
7.7398e-15,0.024737,0.16026,-1
6.1858e-14,0.011658,0.048637,0.036704
2.4233e-15,-1,0.0019993,0.109
1.7256e-15,-1,0.11803,-1
1.1142e-14,0.0087728,0.022967,-1
1.0373e-12,0.0074426,0.053887,-1
2.909e-14,0.00045582,0.023048,0.013686
9.4404e-14,0.24013,-1,-1
4.563e-15,0.0099705,0.048018,-1
1.6505e-11,0.0038034,-1,0.056659
2.228e-10,0.016492,0.085321,-1
1.396e-14,0.07177,0.013497,0.0064273
5.2683e-15,0.0013997,0.0053922,0.012541
5.3181e-12,0.0061487,0.16515,-1
8.1464e-15,-1,0.013723,-1
2.194e-14,0.016164,0.0066514,-1
1.8708e-14,0.0097912,0.011097,0.0044495
6.5074e-14,0.0031128,0.03041,0.0063376
5.4166e-15,-1,0.0038436,0.031144
1.6061e-14,0.005718,0.052961,0.03597
6.9599e-12,0.023152,0.025882,0.20523
5.8369e-14,0.00061524,0.011494,0.00039274
2.6695e-14,-1,0.70222,0.59432
7.9949e-12,0.15287,0.066374,0.46364
9.553e-14,0.39623,0.035554,0.13826
6.4218e-15,0.0129,-1,0.010575
4.2634e-15,-1,-1,44.526
3.8458e-14,0.021749,0.02793,0.070372
9.8435e-13,-1,-1,-1
6.622e-13,0.0016151,0.1393,0.030279
4.4731e-13,0.0017819,-1,0.036435
1.9079e-14,0.30601,-1,0.014551
3.2067e-13,-1,-1,-1
1.6176e-14,0.011983,0.012614,0.019986
7.5509e-15,0.018478,-1,0.067671
8.0015e-14,0.0061112,0.046591,-1
2.369e-12,0.01388,0.23944,0.35385
1.0523e-13,0.028745,-1,-1
1.5068e-11,0.029247,0.03949,0.012336
4.6589e-13,0.032576,0.00020813,0.021264
1.6184e-14,0.0067128,0.13115,0.058654
7.6993e-14,0.0031657,0.1446,0.0099967
6.5163e-15,0.00014476,0.047379,0.024972
1.6716e-14,0.0032222,0.071877,0.0011274
1.5852e-15,0.016163,0.050275,-1
2.0154e-09,0.0086915,0.013001,-1
1.6479e-12,0.032884,0.077879,-1
4.9669e-11,-1,101.47,-1
9.413e-14,-1,0.16722,0.11164
3.5487e-14,-1,0.056749,0.15393
7.1367e-15,0.024613,-1,0.07254
3.9037e-14,0.0087504,0.00071801,0.076909
2.5216e-12,0.012398,0.039104,-1
5.5695e-15,0.051699,0.32318,-1
2.312e-11,0.011569,0.087142,-1
1.4468e-12,0.0010134,0.043627,0.060921
2.2544e-14,0.0086513,-1,-1
3.8712e-14,0.019519,0.025498,0.084134
3.1948e-11,0.012996,0.011539,0.022421
8.9507e-14,0.010699,0.060215,-1
8.8752e-13,0.046417,-1,0.025431
5.7858e-16,0.08255,-1,0.090462
1.5922e-14,-1,-1,0.03221
3.8309e-15,0.18033,-1,-1
2.0944e-13,0.0088636,0.025605,0.11138
2.4696e-14,0.059488,0.044876,0.13739
5.3038e-13,-1,0.014092,48.208
7.3105e-14,0.13145,-1,-1
3.2231e-11,0.0090221,0.080751,-1
4.2318e-15,0.0018438,-1,0.012651
3.9682e-14,0.011068,0.05966,0.068633
1.7719e-11,0.065288,0.0061227,0.0091629
8.1936e-13,0.032673,-1,-1
6.1794e-13,0.01623,0.013128,0.0028575
5.616e-13,0.27161,-1,-1
6.7439e-11,-1,-1,0.10926
2.4305e-15,0.024341,-1,0.0002086
7.1556e-15,0.055749,-1,0.015687
2.0598e-14,-1,-1,0.31232
1.1064e-13,-1,0.026398,0.034865
2.4122e-14,0.025839,-1,0.16189
1.6997e-14,0.0019769,-1,-1
1.6663e-08,0.031724,-1,-1
1.1667e-14,-1,0.1694,0.020717
2.7725e-13,0.032258,0.081785,-1
5.2759e-14,0.023923,-1,0.0095999
2.7868e-11,0.014724,0.0012651,-1
1.0859e-14,0.019855,0.0024757,0.078916
6.5444e-14,0.076773,0.037955,0.071523
5.3819e-14,0.0044005,0.091379,0.54688
3.7548e-14,-1,0.072276,0.14683
5.219e-14,0.0035028,0.038813,0.016544
1.1372e-14,0.0046911,-1,0.0022439
1.7632e-13,0.036857,-1,0.0011668
1.7004e-14,0.01412,0.012657,0.02995
1.466e-10,0.010623,-1,-1
9.9906e-10,0.014111,0.017931,0.0030776
6.9375e-16,0.066161,-1,-1
4.0657e-16,0.41127,-1,0.5748
7.7517e-14,0.055637,-1,0.015959
7.7856e-14,0.0023374,0.01284,-1
1.8151e-13,0.0016427,0.08508,0.060221
4.7861e-15,0.80295,0.21796,11.567
5.6175e-13,0.002732,0.027159,0.068906
5.1565e-15,0.013584,-1,0.12524
1.1144e-13,-1,0.034639,0.040349
2.5668e-14,0.0029119,0.082134,0.084655
1.1629e-08,0.0041228,-1,0.0064815
1.3396e-12,0.041727,0.021857,0.015644
1.0158e-15,-1,0.0013191,-1
2.1467e-13,0.035312,0.027284,-1
1.8759e-13,0.090075,-1,-1
1.2539e-12,0.0028113,0.051588,-1
2.4023e-14,-1,0.025119,0.066679
4.8307e-14,0.012128,0.010877,0.052231
2.5028e-14,0.00042886,0.001233,-1
9.0425e-15,-1,0.0050944,0.048651
1.2438e-09,0.0036919,-1,0.43085
6.7327e-13,0.059995,5.9371,0.031179
1.0895e-13,-1,0.53268,0.023144
6.5151e-10,0.0018264,0.00089789,0.032171
7.0781e-14,0.082737,-1,0.023006
4.7894e-14,-1,-1,0.0022344
5.823e-16,0.015731,0.11416,0.085067
1.1668e-14,0.00069739,0.0016125,-1
1.9234e-13,0.050682,-1,0.26321
1.0091e-12,-1,0.020869,0.0036748
2.105e-12,0.042676,0.013865,-1
4.8704e-13,0.0016262,0.11544,0.0048681
9.0978e-11,0.00069908,0.00035216,0.0083252
1.6621e-14,0.0021456,0.14541,0.0053646
5.3783e-15,0.0032756,25.58,0.19113
2.8122e-12,0.52985,0.063999,0.08164
1.414e-14,0.041923,0.0305,-1
5.9453e-15,-1,0.018906,0.038008
3.4671e-14,0.018729,0.12727,0.0024599
4.4739e-15,0.006087,0.16744,0.090992
9.7762e-12,0.0179,0.029561,0.014191
2.471e-14,0.25129,-1,0.00013824
4.5563e-15,0.0058951,0.082082,-1
1.3086e-14,-1,0.043149,-1
2.761e-13,0.0384,-1,0.025654
7.7297e-13,0.020841,0.018322,0.0092303
1.7934e-14,0.005502,0.4958,-1
5.891e-15,-1,0.0078834,0.026536
6.5089e-14,0.00079618,0.012798,-1
4.4356e-10,0.0042078,0.12907,0.080291
5.1222e-16,0.066067,0.024361,0.0046649
3.2749e-11,0.017813,0.21704,0.042745
1.9109e-10,0.052244,0.017791,0.012546
3.9771e-07,0.12397,0.019416,0.022682
1.1576e-14,0.001955,-1,-1
4.8609e-12,0.0055238,0.068666,-1
1.9191e-13,-1,0.095512,0.0011546
6.1566e-14,0.024159,0.02879,0.069496
1.2827e-11,0.0079781,-1,0.01263
3.4768e-14,0.008354,-1,0.058053
1.6396e-10,0.060569,0.056647,0.0036582
6.5314e-15,0.02285,0.18029,0.030822
1.6916e-13,0.0058839,0.038916,0.082488
4.854e-14,0.0092047,0.022788,0.011694
8.2784e-14,0.073916,0.0096006,-1
4.6042e-13,0.0081929,0.014794,0.0064861
5.59e-14,0.00094568,0.00091263,0.0052222
2.6088e-10,0.0081354,0.011642,0.01631
1.2266e-14,0.017938,0.0044506,-1
3.4667e-14,0.0034478,-1,-1
3.5321e-15,0.0043996,0.02305,0.0067241
3.3111e-13,0.024293,-1,0.018338
1.1924e-14,0.024771,-1,0.058145
1.181e-14,0.017739,0.016856,0.51017
1.0633e-09,0.0067351,-1,-1
8.5054e-14,0.0055468,0.036647,-1
1.2352e-14,0.0050255,-1,-1
6.3147e-14,0.0062921,0.026241,0.0085982
5.4956e-15,0.1066,-1,0.17383
7.8711e-15,-1,-1,0.17417
1.3067e-14,0.0056471,0.023619,0.049199
1.3373e-07,0.028272,0.010745,0.028586
4.8077e-13,-1,0.010316,0.44874
1.1571e-15,0.018795,-1,-1
1.8419e-13,0.01748,-1,0.031822
5.7026e-11,0.022058,0.022614,-1
3.3448e-12,0.016862,-1,-1
3.5208e-09,0.0022091,0.052414,0.0025072
6.0749e-13,0.39941,-1,-1
1.0671e-14,0.012888,-1,0.026556
2.6008e-16,0.004465,0.027603,0.098129
1.1217e-14,0.09041,0.02705,0.023173
1.4859e-13,0.056422,0.042435,0.010743
9.2405e-14,0.0017158,-1,-1
4.4166e-12,0.090491,0.041171,0.0031717
5.1616e-08,0.035271,0.085913,-1
4.8299e-15,-1,0.18257,-1
6.9056e-14,0.010369,-1,0.12239
1.2894e-11,8.4427e-05,-1,0.016802
5.2382e-15,0.029307,0.0087313,0.012671
8.9896e-15,0.20428,0.017383,-1
5.9623e-13,0.00058776,0.011157,0.16063
5.0018e-14,0.0075216,-1,0.056055
5.5328e-14,0.26366,-1,0.13727
7.4879e-13,0.089743,0.00072418,0.010504
4.5926e-13,0.001226,0.029699,0.051715
5.3773e-13,0.04911,0.0144,0.018127
2.4729e-12,0.016858,0.035927,-1
1.9649e-12,0.0027916,0.0014946,0.0041135
1.7991e-15,0.0036264,0.049304,-1
3.4609e-13,-1,0.053764,-1
1.0045e-13,0.033105,0.060824,0.14822
8.4955e-15,0.023173,0.12822,0.09619
6.2887e-12,8.9332e-05,-1,0.0014113
2.5026e-14,0.042739,0.0043045,0.058952
2.6774e-12,0.078158,-1,0.065028
9.9759e-14,0.0075312,0.083207,0.0055441
1.2283e-14,0.17685,0.038919,0.16512
4.1062e-14,0.001864,-1,1.7325
1.6134e-07,-1,0.082478,0.22277
6.8505e-13,0.020339,0.58013,0.002081
1.773e-14,0.067874,0.0072933,-1
6.2871e-15,0.057814,0.030196,0.017454
1.5583e-13,-1,0.090645,0.21915
3.116e-15,0.0040523,0.17995,-1
3.3658e-14,0.030933,-1,0.030022
8.5312e-13,0.01003,0.58945,-1
7.5516e-14,0.0013691,0.10099,0.046788
3.3984e-14,0.0037552,0.0079346,0.064899
1.1507e-12,-1,0.0082823,60.725
1.7142e-11,0.024795,0.19161,0.055369
1.2862e-12,0.15035,0.085512,0.050156
4.1664e-14,0.0028851,0.086108,-1
6.1375e-05,0.039218,-1,-1
7.4898e-15,3.0767,0.040613,0.097101
5.7879e-13,0.014935,0.012732,0.10026
1.9361e-13,-1,0.47979,0.077513
2.3742e-12,0.036408,0.034102,-1
7.8215e-15,-1,0.080316,0.027773
4.5391e-13,-1,-1,-1
6.2564e-13,0.0017021,0.11308,0.046476
2.6012e-15,0.001527,0.085056,0.12045
1.7076e-14,0.042068,0.07142,0.14005
1.0165e-09,0.0049483,-1,-1
4.8953e-07,0.018196,0.035172,-1
2.5975e-13,0.12217,0.015658,0.076152
6.3833e-14,0.010147,0.071177,0.011037
6.6253e-14,0.088779,-1,-1
3.3056e-15,-1,0.06874,-1
4.6292e-14,0.014408,0.016753,0.054401
9.3898e-15,-1,-1,0.055748
4.4552e-14,0.055435,0.0015443,-1
6.9774e-09,-1,0.1324,-1
2.7019e-13,0.0029688,-1,0.021988
4.2536e-14,0.035167,0.039388,0.12781
7.0356e-13,0.0081192,0.033128,0.20551
3.5399e-08,0.0053668,0.014472,-1
3.4393e-15,0.059403,0.0037559,0.32151
1.2819e-10,0.061065,0.062712,0.0056239
5.0224e-14,0.020205,0.067241,-1
7.1009e-15,0.029265,0.9713,0.08957
2.6033e-12,0.046187,-1,-1
2.3586e-11,0.050531,0.51897,-1
7.5136e-13,0.026391,0.010734,0.01894
1.1511e-13,0.073341,0.045531,0.21497
8.4847e-14,-1,0.075252,0.010727
1.4492e-15,-1,0.082525,0.0021087
3.7605e-15,0.0030627,0.098837,0.28017
7.832e-14,0.08307,0.077871,-1
6.942e-13,0.18878,0.026374,-1
1.1846e-13,0.004058,0.028505,-1
2.3433e-15,0.029173,0.031556,-1
1.7975e-14,-1,0.051653,-1
7.8467e-10,-1,0.012659,0.068262
3.9863e-13,0.1219,-1,0.758
1.1276e-14,0.012718,0.036963,-1
4.6671e-14,0.0098484,0.1125,-1
5.4688e-10,-1,0.091725,0.032118
5.7255e-15,0.097093,-1,0.00062648
1.4282e-13,0.0095512,-1,0.0051851
2.6537e-14,0.0015271,0.16013,0.0021006
1.9382e-13,0.34225,0.028017,-1
8.5564e-15,0.006632,0.96755,0.012849
1.6599e-13,0.06414,0.011562,0.013414
7.9021e-15,0.0012189,0.0060093,0.045051
4.4624e-13,0.077589,0.051284,-1
7.3717e-13,-1,0.3686,0.063109
3.0658e-14,0.013392,0.21716,0.12688
1.8834e-10,0.017184,0.032152,0.01227
6.7632e-15,0.038619,0.0063586,0.0034291
2.4732e-13,0.038176,-1,0.37194
5.0212e-14,0.50579,0.0081659,0.07416
3.0684e-15,0.065856,0.35959,0.17974
3.0309e-12,0.062351,0.13858,6.0779
3.662e-14,0.006499,0.0063925,-1
7.594e-14,0.01116,0.065184,0.017751
1.9819e-12,0.029027,0.00061561,6.4762
3.1705e-11,0.011848,0.016182,0.0025475
0,0.0043553,-1,0.037729
1.2797e-13,0.17248,-1,0.055506
1.8557e-12,0.00098053,-1,-1
7.4362e-13,0.0025708,0.0041581,-1
4.8834e-14,0.0058928,0.053023,0.13051
1.1407e-10,0.026088,0.019447,0.33096
1.3827e-14,0.0011498,0.027878,-1
8.3715e-15,0.022839,0.059641,-1
1.1998e-14,0.0098902,0.0040134,0.17937
1.2442e-08,-1,0.0013768,-1
2.0753e-13,-1,0.072451,0.59213
3.1392e-13,0.057661,0.012034,0.05884
1.0066e-13,-1,-1,0.0041238
1.5417e-12,0.028442,0.032588,0.0295
2.2666e-12,-1,-1,-1
3.0828e-14,-1,0.0074057,0.0016003
9.9222e-14,0.051195,0.009433,0.074705
8.6504e-15,0.047776,-1,0.19936
3.5406e-13,-1,0.18392,0.093351
3.3012e-15,-1,0.037308,0.021545
5.496e-14,0.023432,-1,-1
1.8116e-14,0.078462,0.028083,-1
1.0676e-14,0.0026603,0.012411,0.0053641
4.3703e-13,0.021991,0.0037123,0.042083
5.7685e-11,-1,0.093397,0.03021
1.1182e-14,0.014597,-1,-1
1.6601e-09,-1,-1,0.13163
7.0637e-11,0.001947,0.013843,-1
